Questions,Category,Bloom Level
Construct a Venn diagram to determine the validity of the given argument.,BT3,Apply
Construct a dictionary and a truth table to determine if the following statements are logically equivalent,BT3,Apply
"How can we construct H given I, B and E?",BT3,Apply
Construct a family of networks to demonstrate that the number of different mincuts in a network can be exponential in the size of the network,BT3,Apply
How do you construct foliations on a given manifold M?,BT3,Apply
How to Construct the Optimal Maintenance Problem,BT3,Apply
How to construct simple solutions when problems are complex?,BT3,Apply
Construct the 4-Bit Ripple carry Adder Circuit,BT3,Apply
Construct an analog circuit with the following specifications,BT3,Apply
Construct the Data Path of the RISC Processor given in the previous question,BT3,Apply
How do we construct agents that can deliver. good assistance,BT3,Apply
How to construct the selected information system,BT3,Apply
Show how they have used creative writing strategies appropriate to the format,BT3,Apply
Show how to modify Fitch's algorithm given in class today to accommodate non-binary,BT3,Apply
Show how E-CRM can be used to improve marketing positioning as explained in the article,BT3,Apply
How would you show your understanding of the ABC process,BT3,Apply
Show me how you would check the brake lights are working on this car,BT3,Apply
In what ways are foxes similar to wolves and dogs,BT4,Analyze
How are the adolescents with ASD similar of different from each other in their sources of communication breakdowns ?,BT4,Analyze
Examine the data in the EMPLOYEES and DEPARTMENTS tables,BT4,Analyze
Examine the differences between the model excluding the most influential observation and the model including all observations.,BT4,Analyze
Critically examine the strengths and weaknesses of the positivist paradigm,BT4,Analyze
Examine differences between the means of each individual switching factor.,BT4,Analyze
Examine carefully the given map extract on the following page to help you work out the exercise below.,BT4,Analyze
"Inspect each of these Boolean expressions, and determine whether each one is a sum of products, or a product of sums",BT4,Analyze
Inspect the size of the loaded data: how many objects and variables does the iris data matrix contain?,BT4,Analyze
Can you distinguish for me between what is reasonably  achievable and what are  exaggerations,BT4,Analyze
Can you distinguish aged rums from unaged rums by smell,BT4,Analyze
Can you distinguish pot still rums from column still rums by taste,BT4,Analyze
Inspect the pattern of GPS positions relative to the known published value,BT4,Analyze
How does your agency inspect against its expectation for operators,BT4,Analyze
How to inspect and maintain fresh water plumbing systems properly,BT4,Analyze
Can you analyze the fractures and determine which should be repaired surgically,BT4,Analyze
Can you please analyze modern contemporary culture and tell me how your work plays a significant part in the remains of our post-modernist culture ?,BT4,Analyze
"How effectively did students analyze course content on race, class, and privilege through autobiographical reflection",BT4,Analyze
How do you analyze a marginally RCT,BT4,Analyze
"Contrast the treatment of ""well known"" trademarks provided by Paris Article and by TRIPS Article",BT4,Analyze
Contrast the Valles Marineris on Mars with the Grand Canyon,BT4,Analyze
How does Hawaii contrast and compare to Florida?,BT4,Analyze
Investigate whether or not the system can be solved for x; y; z ,BT4,Analyze
Investigate (pointwise) convergence and absolute convergence of the given series of functions,BT4,Analyze
How would you investigate this patient,BT4,Analyze
How would you investigate this abnormality,BT4,Analyze
What can I do to investigate this problem further,BT4,Analyze
how the investigation was undertaken,BT4,Analyze
How would you differentiate between heterodox and mainstream,BT4,Analyze
"How do I differentiate between ""deceive"" and ""cheat on""?",BT4,Analyze
Revise how to complete a complex task in order to improve the outcome.,BT6,Create
Revises and process to improve the outcome.,BT6,Create
"structure, sorts the list in ascending order, displays the list on the screen and stores the list",BT6,Create
Suppose Phillip wasn't rescued shortly after Timothy's death. How long could he have survived?,BT6,Create
"Using information from the book about one of the main characters, rewrite the ending of the book.",BT6,Create
What ideas can you add to...?,BT6,Create
What might happen if you combined...?,BT6,Create
What solutions would you suggest for...?,BT6,Create
What would happen if . . .?,BT6,Create
What would you predict/infer from...?,BT6,Create
Why dont you devise your own way to deal with . . .?,BT6,Create
Why not compose a song about . . .?,BT6,Create
"Write a C program that accepts integer inputs from the screen, computes the total and average values; and displays the values on the screen.",BT6,Create
Write a letter to the editor on a social issue of concern to you.,BT6,Create
Write a logically organized argument in favor of a given position.,BT6,Create
Write a poem about this book.,BT6,Create
Write a set of rules to prevent what happened in the story.,BT6,Create
Write a short story relating a personal experience in the style of a picaresque novel.,BT6,Create
Write a song about 'Old MacDonald' who had a bulldozer instead of a farm.,BT6,Create
Write an essay in not more than 250 words about India and Technological Advancement. Use active voice as much as possible.,BT6,Create
How do you combine the results of various individual tests to determine whether a student can progress to a next semester / phase / year?,BT6,Create
How can we combine and abstract facts about a software system to create new knowledge?,BT6,Create
How to combine virtual symmetry and symbolic model checking effectively,BT6,Create
How do we efficiently combine multiple subject graphs to construct an aig with choice,BT6,Create
how do we devise a way to enforce the laws,BT6,Create
can you devise an explicit formula for,BT6,Create
Do you devise a systematic approach in order to get larger progressions,BT6,Create
Develop and execute a program for this exercise,BT6,Create
Develop a network based on the following information: Activity Immediate predecessors,BT6,Create
How could we develop a coherent measure of success for organisations engaged in this type of activity with young people?,BT6,Create
